Issue_id,Priority,Component,Duplicated_issue,Title,Description,Status,Resolution,Version,Created_time,Resolved_time
330929,P3,Bookmarks & History,,bookmark all tabs broken,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060318 Firefox/2.0a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060318 Firefox/2.0a1; ; when choosing file>bookmark all tabs; no dialog comes up to select the folder to put them in; and they do not get bookmarked. in fact; nothing happens at all. there are no js error messages; even with chrome errors turned on and javascript in strict mode.; ; Reproducible: Always; ; Steps to Reproduce:; 1.open a bunch of tabs; 2.select file>bookmark all tabs; 3.prepare for a very anti-climactic nothing; ; Actual Results:  ; nothing happens; ; Expected Results:  ; a dialog appears that allows you to select a folder to store the bookmarks; and then the tabs are bookmarked in that folder.,RESOLVED,FIXED,unspecified,2006-03-18 06:19:49 -0800,2009-11-26 07:06:38 -0800
330949,P3,Bookmarks & History,,Query builder isnt hidden after search is finished,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060318 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060318 Firefox/1.6a1; ; .; ; Reproducible: Always; ; Steps to Reproduce:; 1. Open Places; 2. Type something in the search field; 3. Click on (+) button to show the query builder; 4. Click on a Place from the Places List to show its contents.; ; Actual Results:  ; Query builder doesnt disappear; although the search results are no longer displayed.; ; Expected Results:  ; Query builder disappears.,RESOLVED,FIXED,unspecified,2006-03-18 09:30:33 -0800,2009-11-26 07:05:23 -0800
330997,P3,Bookmarks & History,,Edit | Undo doesnt work in the Places window,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060318 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060318 Firefox/1.6a1; ; Edit | Undo doesnt work in the Places window.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Create a new Bookmark item in Bookmarks Menu in Places; 2. Delete it with the Delete key; 3. Select Edit | Undo in the menu; ; Actual Results:  ; Nothing happens.; ; Expected Results:  ; The deleted item comes back.,RESOLVED,FIXED,Trunk,2006-03-18 20:58:23 -0800,2009-11-26 06:30:37 -0800
331034,P3,Bookmarks & History,,Other icons Places toolbar do not honour icons only mode and always have text,User-Agent:       Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20060319 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20060319 Firefox/1.6a1; ; It is not possible to drop any icons on Places toolbar without breaking layout.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Run Customize...; 2. Switch to show Icons.; 3. Take New tab button and drop on Places toolbar at the very first position.; ; Actual Results:  ; The button is shown with label.; ; Expected Results:  ; Only a small icon should be shown.; ; Places itself showns bookmars with text. I guess it also modifies Places toolbar mode to show text for all buttons.,RESOLVED,WORKSFORME,unspecified,2006-03-19 08:33:39 -0800,2009-11-26 05:50:33 -0800
331230,P3,Bookmarks & History,,Places always opens bookmark from menu item in top-most window,On a Mac; you cant just open a bookmark menu item selection in the top-most window because the top-most window may not be the key window. Places should open bookmarks from menu items in the same window that the initiating menu item belongs to.; ; To reproduce this problem; you need to get the window manager into a state where the front-most browser window is not the key/main window. I dont have a reliable way to do this; but it happens frequently. The result is that you can see a key/main window; but bookmark selections open in a window that does not have key/main chrome.,RESOLVED,WORKSFORME,unspecified,2006-03-21 11:10:35 -0800,2009-11-26 06:37:47 -0800
331403,P3,Bookmarks & History,,Display the search scope (e.g. Current Collection Only) in the search field,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060322 Firefox/2.0a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060322 Firefox/2.0a1; ; Its not necessarily clear what is searched by default: currently viewed content or all Places. There is no way to check this other than clicking the magnifying glass.; ; Instead of just Search; the grey text in the search field should be more descriptive and tell the current search scope i.e. Search Current Collection or Search All Bookmarks and History. A nice little thing to make things more streamlined and intuitive.; ; Reproducible: Always; ; Steps to Reproduce:,VERIFIED,WORKSFORME,unspecified,2006-03-22 15:42:01 -0800,2009-11-26 05:53:47 -0800
331414,P3,Bookmarks & History,,Accelerate keys conflict in bookmark organizer window.,User-Agent:       Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.7.8) Gecko/20050607 Firefox/1.0.4; Build Identifier: Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.9a1) Gecko/20060322 Firefox/1.6a1; ; Accelerate keys conflict.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Launch firefox and expand Bookmarks menu.; 2. Select Organize Bookmarks menu to open the bookmark manage window.; 3. Press Alt+F to expand File menu in this popup window.; ; Actual Results:  ; New folder window will popup instead of expanding File menu. This leads to fail opening top menu File in this window.; ; Expected Results:  ; There should not be two command with same accelerate key.; ; This bug can be reproduced on Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv:1.9a1) Gecko/20060322 Firefox/1.6a1. ; System info:; Sun Blade 100; SNV_35/Vermilion_07.,RESOLVED,FIXED,2.0 Branch,2006-03-22 19:03:58 -0800,2009-11-26 07:02:31 -0800
331459,P3,Bookmarks & History,,Places query ignores onlyBookmarked,I have a problem with the onlyBookmarked property of nsINavHistoryQuery. According to the IDL comment: Setting this is equivalent to listing all bookmark folders in the folders parameter.. Yet when I create a tree setting onlyBookmarked to true for the query I still see the History and Subscriptions folders at the top level.; ; I may be misinterpreting the property; or calling the tree incorrectly so Ill attach a testcase to show exactly what Im doing.,RESOLVED,WORKSFORME,Trunk,2006-03-23 06:27:51 -0800,2009-11-26 05:27:17 -0800
331483,P3,Bookmarks & History,,Unable to return bookmarks to natural sort order,Clicking on column headers toggles between the two different sorts; but there should be a third state for the natural bookmark sort order.,RESOLVED,FIXED,Trunk,2006-03-23 09:52:02 -0800,2009-11-26 07:07:52 -0800
331487,P3,Bookmarks & History,,Fix GROUP_BY_FOLDER in query system,The current query system doesnt do anything with GROUP_BY_FOLDER. It just assumes for bookmark queries that you want folders; and for history queries you dont. The only thing this option would help is for nested tags if you want all items in the folder and its descendents to appear in a flat list. Apparently we arent supporting this; so we can remove this flag.,RESOLVED,INVALID,Trunk,2006-03-23 10:03:17 -0800,2009-11-26 05:58:26 -0800
331588,P3,Bookmarks & History,,bookmark folder icon and functionality change when drag&droping link,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060219 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060219 Firefox/1.6a1; ; when the personal toolbar folder is used as toolbar with subfolders and a link is draged & droped in one of these subfolders the icon changes from a folder to a link icon and no further links can be draged&droped on it. clicking on it still opens the folder; but you can no longer drag & drop links INTO it.; ; Reproducible: Always; ; Steps to Reproduce:; 1. enable bookmarks toolbar; 2. create subfolder in personal toolbar folder; 3. drag & drop a link on this folder; 4. see it change appearance and functionality; ; ; ; Expected Results:  ; should not change appearance and further drag & drops should open the folder,RESOLVED,WORKSFORME,unspecified,2006-03-24 06:16:48 -0800,2009-11-26 06:25:38 -0800
331725,P3,Bookmarks & History,,[BeOS] Wrong drop down shown when right-clicking bookmarks in folders on Places toolbar,User-Agent:       Mozilla/5.0 (BeOS; U; BeOS BePC; en-US; rv:1.9a1) Gecko/20060325 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (BeOS; U; BeOS BePC; en-US; rv:1.9a1) Gecko/20060325 Firefox/1.6a1; ; Menu displayed is appropriate for folders; not bookmarks.  Displayed menu is ; open all in tabs; cut; copy; paste; delete; get info; ; Should be ; Open; Open in a New Window; Open in a New Tab; etc.; ; Reproducible: Always; ; Steps to Reproduce:; 1. create a folder on the Places Toolbar with at least one bookmark inside; 2. click the folder to open dropdown of bookmarks; 3. right-click a bookmark; ; Actual Results:  ; wrong menu is displayed.; ; Expected Results:  ; should be able to open in tab; new window; etc.,RESOLVED,WORKSFORME,Trunk,2006-03-25 15:44:44 -0800,2009-11-26 06:00:40 -0800
331791,P3,Bookmarks & History,,Places window opens unexpectedly in the background,Im afraid I cant prove it; but with a new profile and a freshly imported bookmarks.html and history.dat file Places opens sometimes in the background. About one out of three times. I see Places only in a flash and then it is hidden behind Firefoxs window.; Maybe this is related to Bug 330906.,RESOLVED,WORKSFORME,Trunk,2006-03-26 12:22:27 -0800,2009-11-26 06:49:15 -0800
331801,P3,Bookmarks & History,,uncaught exception bookmarking about: or chrome: URIs,STR:; 1. Open about:config or chrome://global/content/console.xul; 2. Add Bookmark; ; Result:; ; Error: uncaught exception: [Exception... Component returned failure code: 0x80070057 (NS_ERROR_ILLEGAL_VALUE) [nsINavBookmarksService.getItemTitle]  nsresult: 0x80070057 (NS_ERROR_ILLEGAL_VALUE)  location: JS frame :: chrome://browser/content/places/bookmarkProperties.js :: BPP__populateProperties :: line 2707  data: no]; ; and empty title and location in the Add Bookmark dialog.,RESOLVED,FIXED,Trunk,2006-03-26 14:06:44 -0800,2009-11-26 07:05:59 -0800
331856,P3,Bookmarks & History,,Middle-clicking Bookmarks Toolbar / non-bookmark items in Bookmarks menu opens all bookmarks in tabs,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060326 Firefox/2.0a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060326 Firefox/2.0a1; ; Middleclick in any spare space on that toolbar (ie not on a bookmark) and it will launch bookmarks in tabs and in popup windows.; Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060326 Firefox/2.0a1 ID:2006032702 ; ; Reproducible: Always; ; Steps to Reproduce:; 1.View -> Toolbars ->Bookmarks Toolbar; 2.Middle click ( MOuse wheel) on any unused part of that toolbar; 3.; ; Actual Results:  ; This single Middle Click opened multiple tabs; some real and some empty and multiple popups. It seems that for every pop up it also spawns a empty tab; ; Expected Results:  ; Didnt expect any such Middler Click behaviour,RESOLVED,FIXED,Trunk,2006-03-27 07:16:58 -0800,2009-11-26 07:21:30 -0800
331908,P3,Bookmarks & History,,Open All in Tabs does not work when no browser window is open,openLinksInTabs has divergent handling for:; - opening folders in tabs; - opening a multiple selection in tabs; ; ... these two should be unified. ; ; Also; the function is very long/difficult to follow. ; ; It also needs to handle opening links in tabs when there is no browser window open already.,VERIFIED,FIXED,Trunk,2006-03-27 15:08:48 -0800,2010-02-24 06:24:59 -0800
331935,P3,Bookmarks & History,,Grouping No Longer Works,Grouping no longer works in Places Organizer UI need to re-hook it up.,RESOLVED,FIXED,Trunk,2006-03-27 20:35:47 -0800,2009-11-26 06:35:23 -0800
331999,P3,Bookmarks & History,,Separator line not drawn continuously,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060328 Firefox/2.0a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060328 Firefox/2.0a1; ; In Places separators have gaps near their left end.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Open places; 2. Create a separator in a bookmarks folder,RESOLVED,WORKSFORME,Trunk,2006-03-28 10:02:58 -0800,2009-11-26 05:24:36 -0800
332002,P3,Bookmarks & History,,Different order of Places between new and imported profiles,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060328 Firefox/2.0a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060328 Firefox/2.0a1; ; In the left Places pane; on a new profile; the order is:; Bookmarks Menu; Bookmarks Toolbar; History; Subscriptions; ; On an imported profile:; History; Bookmarks Menu; Bookmarks Toolbar; Subscriptions; ; Reproducible: Always; ; Steps to Reproduce:,RESOLVED,FIXED,unspecified,2006-03-28 10:19:22 -0800,2009-11-26 07:16:27 -0800
332022,P3,Search,,Use debug.js / NS_ASSERT in nsSearchService.js, ,VERIFIED,FIXED,2.0 Branch,2006-03-28 12:54:34 -0800,2006-08-23 10:33:51 -0700
332036,P3,Bookmarks & History,,Favicons dont get set for pages that are loaded in background tabs,Apparently the way we hook into the favicon messages doesnt work for background tabs.,RESOLVED,FIXED,Trunk,2006-03-28 15:10:17 -0800,2009-11-26 07:05:15 -0800
332044,P3,Bookmarks & History,,Cursor doesnt appear in Location bar (address field) in new windows,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060328 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060328 Firefox/1.6a1; ; My home page is set to about:blank. Previously (up until Places landed; give or take; which is probably a coincidence); creating a new window would automatically place the cursor into the Location bar so I could type an address. Now it isnt; and I have to hit ctrl-L to get the cursor there before I can start typing.; ; Minor issue; but since I start typing immediately out of long habit; I notice this every time I open a new window.; ; Reproducible: Always; ; Steps to Reproduce:; Set home page to about:blank.; Open a new window.; Start typing. Notice how it doesnt show up in the Location bar as expected.,RESOLVED,WORKSFORME,unspecified,2006-03-28 16:55:47 -0800,2009-11-26 06:42:10 -0800
332049,P3,Bookmarks & History,,Add helper functions to livemark service,The livemark service should provide some helper functions so callers need not ever query annotations themselves to get the necessary data.; ; For example; at least:; bookmarkFolderID->feedURI; pageURI; ; I also think there should be a function to return all livemark folder IDs.; ; Maybe some others I cant think about right now.,RESOLVED,WONTFIX,Trunk,2006-03-28 18:17:07 -0800,2009-11-26 06:52:19 -0800
332061,P3,Bookmarks & History,,Places window does not retain Maximized state,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060328 Firefox/2.0a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060328 Firefox/2.0a1; ; When I launch FF; open the Places organizer and then maximize the window FF does not remember this maximized window state which is very annoying!; ; Reproducible: Always; ; Steps to Reproduce:; 1. Launch FF; 2. Open Places; 3. Maximize; 4. Close both Places and FF; 5. Launch FF; 6. Open Places and notice that it reverts to its restored down state and is not maximized.; ; Actual Results:  ; Places window reverts to its restored down state and is not maximized.; ; Expected Results:  ; 1. Launch FF; 2. Open Places; 3. Maximize; 4. Close both Places and FF; 5. Launch FF; 6. Open Places and notice that the window retained the maximized state and that this state persists until modified by the user!; ; ; Both the JavaScript Console and DOM Inspector exhibit this same behaviour.  Would be great if you could fix all three; if not; then I will file bugs on those two as well.,RESOLVED,FIXED,unspecified,2006-03-28 20:23:12 -0800,2009-11-26 07:23:35 -0800
332120,P3,Bookmarks & History,,Dont show redirect and subframe URLs in history,Currently; these are marked as hidden so dont normally appear. But if they get unhidden; then they will always appear and it is annoying. This is especially the case for imported profiles and certain sites like Gmail. We shouldnt show transitions that would be hidden; even if the hidden flag isnt set.,RESOLVED,FIXED,Trunk,2006-03-29 08:19:24 -0800,2009-11-26 06:05:29 -0800
332144,P3,Bookmarks & History,,Subscriptions context menu should allow Reload All Live Bookmarks,User-Agent:       Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8.0.1) Gecko/20060111 Firefox/1.5.0.1; Build Identifier: Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.8) Gecko/20060322 Firefox/2.0a1; ; Currently; if you open the Places organizer and select the Subscriptions meta-item; Reload All Live Bookmarks is available in the View menubar menu; but not in the context menu for that item.  It should be in the context menu as well.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Open Places organizer; 2. Open context menu for Subscriptions meta-item; ; Actual Results:  ; Menu contains only Get Info; which is disabled; ; Expected Results:  ; Menu should contain Reload All Live Bookmarks,RESOLVED,FIXED,unspecified,2006-03-29 11:59:15 -0800,2009-11-26 07:05:08 -0800
332188,P3,Bookmarks & History,,the same  keys confilct  in  places  help menu,User-Agent:       Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20060330 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20060330 Firefox/1.6a1; ; two menu items  in Help menu have the same accesskey.; ; Reproducible: Always; ; Steps to Reproduce:; 1.Launch firefox and expand Bookmarks menu.; 2.Select Organize Bookmarks menu to open the bookmark manage window; 3.Select Help menu to open the Help menu items . the item Using history and the item Help contents have the same accesskey.; ; Actual Results:  ; if you press Ctrl+H; it switches between two items .; ; Expected Results:  ; two items should have the different accesskey.,RESOLVED,FIXED,unspecified,2006-03-29 21:48:01 -0800,2009-11-26 07:00:19 -0800
332201,P3,Bookmarks & History,,the same  keys conflict  in  places  context menu,User-Agent:       Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20060330 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20060330 Firefox/1.6a1; ; two menu items  in Places  context menu share the same accesskey.; ; Reproducible: Always; ; Steps to Reproduce:; 1.Launch firefox and expand Bookmarks menu.; 2.Select Organize Bookmarks menu to open the bookmark manage window; 3. Push the mouse right button; two items in the context menu share a same accesskey S. Two items are  New Separator and Sort * by Name. ; ; Actual Results:  ; if you press Ctrl+S; it switches between two items .; ; Expected Results:  ; two items should have the different accesskey,RESOLVED,FIXED,unspecified,2006-03-30 00:45:31 -0800,2009-11-26 07:24:11 -0800
332260,P3,Bookmarks & History,331856.0,Middle click on opening livemark origin results in all feeds being opened in new tabs,Middle click on opening livemark origin results in all feeds being opened in new tabs; ; This is a spin-off from bug 251491.,RESOLVED,DUPLICATE,Trunk,2006-03-30 11:40:12 -0800,2009-11-26 05:27:45 -0800
332280,P3,Bookmarks & History,,Change menu to say View browsing history,The History | View All History menu doesnt pull up all history and shouldnt pull up all history for performance reasons. It should be changed to something like Browse history or View browsering history; etc.,RESOLVED,INVALID,Trunk,2006-03-30 14:28:37 -0800,2009-11-26 06:36:42 -0800
332289,P3,Bookmarks & History,,Have locked favicons for extensions,Provide the ability to lock favicons so they will not automatically be replaced. This will allow people to set their own favicons and not have them overwritten. Firefox will not provide any user interface for doing this; but extensions may wish to use it.,RESOLVED,WONTFIX,Trunk,2006-03-30 16:03:22 -0800,2009-11-26 06:11:14 -0800
332391,P3,Bookmarks & History,,Keyboard navigation with TABS partially broken,Using Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.9a1) Gecko/20060331 Firefox/1.6a1.; ; 1. Click BOOKMARKS - ORGANIZE BOOKMARKS. This brings up the Places window. ; 2. On the left-hand side; select for instance the Bookmarks Toolbar (assuming you got some stuff in there). The Bookmarks Toolbar is now highlighted.; ; 3. Press Tab. What is the active selection now? The blue highlight on Bookmarks Toolbar is now gone; but no visual indicator is given where the selection went.; ; Pressing for instance Arrow Down will then highlight the SECOND item in the right panel; meaning that previously apparently the FIRST panel was selected; but this wasnt highlighted.,RESOLVED,WORKSFORME,Trunk,2006-03-31 12:00:26 -0800,2009-11-26 05:20:47 -0800
332402,P3,Bookmarks & History,,Visited pages show in Subscriptions view,Steps to reproduce:; - Open Places; open Subscriptions; - With at least two subscriptions present; first click one on the bottom. Youll see the pages not only open in tabs; but the feed expands also in the Places window.; - Then middle-click one on top. Suddenly the expanded items on the bottom disappear and they go on appearing on top.; ; Expected behaviour: should not expand in Places if the items are already opened in tabs. And certainly not in the wrong direction.; ; Ill attach a screenshot to illustrate what I mean.,RESOLVED,INVALID,Trunk,2006-03-31 13:26:55 -0800,2009-11-26 07:09:47 -0800
332470,P3,Bookmarks & History,332596.0,empty bookmarks toolbar; if after opened Customize Toolbar and Places.,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060331 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060331 Firefox/1.6a1; ; empty bookmarks toolber; if after opened Customize Toolbar and Places.; ; Firefox/2006033104-trunk/WinXP; ; ; Reproducible: Sometimes; ; Steps to Reproduce:; 1. open Customize Toolbar; and Customized toolbar.; 2. close Customize Toolbar; 3. open Places; ; Actual Results:  ; empty bookmarks toolber on Firefox,RESOLVED,DUPLICATE,unspecified,2006-04-01 19:27:22 -0800,2009-11-26 06:36:33 -0800
332495,P3,Bookmarks & History,,Grouping by site not preserved when searching,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060401 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060401 Firefox/1.6a1; ; See below.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Open Organizer; 2. Group pages by site; 3. Enter something in the search field; ; ; Actual Results:  ; Group by Site still marked; search results not grouped; ; Expected Results:  ; Depending on design: preserve the grouping or select No Grouping.,RESOLVED,FIXED,unspecified,2006-04-02 05:08:07 -0700,2009-11-26 06:39:54 -0800
332496,P3,Bookmarks & History,365102.0,Error: PlacesController.newBookmark is not a function (Places -> File -> New Bookmark... doesnt work),User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060331 Firefox/2.0a1 (mahowi); Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060331 Firefox/2.0a1 (mahowi); ; While trying to add a new bookmark via Places -> File -> New Bookmark... nothing happens.; ; Reproducible: Always; ; Steps to Reproduce:; 1. Open Places; 2. Give focus to where to add the new bookmark; 3. Click on File -> New Bookmark...; ; Actual Results:  ; Nothing happens.; ; Expected Results:  ; A box should be opened to add a new bookmark.; ; Error Console:; ; Error: PlacesController.newBookmark is not a function; Source file: chrome://browser/content/places/places.xul; Line: 1,RESOLVED,DUPLICATE,unspecified,2006-04-02 05:51:47 -0700,2009-11-26 05:38:35 -0800
332629,P3,Bookmarks & History,,Change PlacesCreateFolderTransaction to make child transaction behavior more discoverable,If you only read the function headers; PlacesCreateFolderTransactions child transaction capabilities are completely hidden.  I recommend adding an optional childTransactions array input parameter to PlacesCreateFolderTransaction (defaults to []); as well as documentation in the function header about how the child transactions will have their container properties altered before theyre run.,RESOLVED,WORKSFORME,Trunk,2006-04-03 17:13:44 -0700,2009-11-26 06:19:13 -0800
332846,P3,Bookmarks & History,,cant close bookmark manager with keyboard command,1. Open bookmark manager; 2. Try to close it with apple-w; ; Mac OS X users will expect to be able to close the window with apple-w.,RESOLVED,FIXED,unspecified,2006-04-05 09:30:59 -0700,2009-11-26 07:00:30 -0800
332857,P3,Bookmarks & History,397826.0,Need a method for resetting bookmarks in Places,In Firefox 1.5; an option was added to Safe Mode to reset default bookmarks.  Were looking at expanding this behaviour to help users selectively recover from broken profiles; but we need a way to make this work again in places.; ; We basically need a fast way to drop the existing bookmarks; and pick up the defaults on next startup.,RESOLVED,DUPLICATE,Trunk,2006-04-05 11:03:36 -0700,2009-11-26 06:19:50 -0800
332886,P3,Bookmarks & History,,Browser window focused when middle-clicking a page in Places,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060404 Firefox/2.0a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20060404 Firefox/2.0a1; ; When middle-clicking an item in the Places content pane the browser window gets focused. Instead; the page should be opened in the background.; ; Open in a New Tab from context menu works ok.; ; Reproducible: Always; ; Steps to Reproduce:,RESOLVED,WONTFIX,unspecified,2006-04-05 14:18:58 -0700,2009-11-26 05:50:12 -0800
332967,P3,Bookmarks & History,,Ability to sort Subscriptions (in Places) by date of post (unsorted?),User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060404 Firefox/1.6a1; Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9a1) Gecko/20060404 Firefox/1.6a1; ; Ability to sort Subscriptions (in Places) by date of post (unsorted?); ; Feeds/blogs are (almost) always sorted by the date of the post; with the newest on top.; ; There needs to be a way in Places/Subscriptions(*) to sort the opened feed folder by the date of the post. Could the menuitem View / Unsorted be (mis)used for this?; ; (*) The word Subscriptions is a bit tricky to type (the ipti part). ;-); ; Reproducible: Always; ; Steps to Reproduce:; 1. Open Places; select Subscriptions; 2. Open a feeds folder (click the + in front of its name); 3. Click on a column header (e.g.; Title; Location); 4. Try to get back the original sort order.; ; ; ; Expected Results:  ; Original sort order (by post date; descending(*)) can be restored (without closing an reopening Places and/or Firefox).; ; (*) With dates; is descending with the newest (largest) date on top; or is it ascending???,RESOLVED,INVALID,unspecified,2006-04-06 02:48:04 -0700,2009-11-26 07:00:56 -0800
333016,P3,Bookmarks & History,,Subscriptions view is horked; doesnt update correctly,There are errors and strange behaviors in the subscriptions view.; ; When you right click on a subscriptions folder; go to Get Info and press OK: The folder tries to add itself as an observer again; making it get double update messages which really messes things up. Also; the folders are all reset and are closed.,RESOLVED,INVALID,Trunk,2006-04-06 10:19:14 -0700,2009-11-26 06:45:54 -0800
333138,P3,Bookmarks & History,,Clearing places search box still searches,If you type text into the places search box and then press backspace; it still does a search for the empty string. This matches all history; which is probably not what we want. It should go back to some standard view or perhaps the previous history view.,RESOLVED,FIXED,Trunk,2006-04-07 08:42:41 -0700,2009-11-26 06:19:58 -0800
333140,P3,Bookmarks & History,365528.0,Put more command buttons on places toolbar (especially Move),The old bookmarks manager had nice big buttons for Move Copy Rename. The new places window does not. We should consider whether we should add back any of these buttons. In explaining how to manage bookmarks to novice users; I have found it much easier to point to these nice big buttons. They advertise what you can do with the bookmarks to people that wouldnt necessarily think of looking in context menus or dragging.; ; Move and Copy might be overkill; but Properties might be good so people can edit the title; etc.,RESOLVED,DUPLICATE,Trunk,2006-04-07 08:48:47 -0700,2009-11-26 06:16:32 -0800
333141,P3,Bookmarks & History,,Change last visit date column header,In a normal time-based history view sorted by date; last visit date wrong. It should be Visit date.; ; When you have a history query that is for URLs and not for visits like text searches or other advanced queries (the options has a flag for this) the text should be last visit date. When you have a visits it sorted by anything but date; the text should be last visit date. It should be visit date when the query is for visits and the sorting is by date (either up or down).,VERIFIED,WORKSFORME,Trunk,2006-04-07 08:59:51 -0700,2009-11-26 05:32:52 -0800
333146,P3,Bookmarks & History,,Only show dates in places view for session starts,I think the places view looks better with fewed dates and times; which are mostly redundant anyway. We should only show times for the first visit of a session when sessions are displayed.,RESOLVED,FIXED,Trunk,2006-04-07 09:38:16 -0700,2009-11-26 06:44:27 -0800
333199,P3,Bookmarks & History,329741.0,Delete old history.dat; formhistory.dat; and bookmarks.html at some point,For people that upgrade from 1.x to 2.0; they will have their old bookmarks.html; history.dat; and formhistory.dat.; ; This could pose a privacy problem. People would clear their history or delete a bookmark and assume that its gone; when it would still be there in the backup file.; ; We should delete at least history.dat and formhistory.dat when they press clear history. We might also want an automatic method; for example; when we know all of their old history has expired because enough time has passed since they migrated to 2.0.; ; We should be careful for people who use multiple versions of the browser with the same profile. If the files are in use (perhaps because theyve been changed since we upgraded) then we shouldnt do any automatic deleting.,RESOLVED,DUPLICATE,Trunk,2006-04-07 18:28:12 -0700,2009-11-26 07:07:15 -0800
333374,P3,Bookmarks & History,374530.0,make advanced search work like it says in the spec,.,RESOLVED,DUPLICATE,Trunk,2006-04-09 15:20:40 -0700,2009-11-26 05:51:01 -0800
